reviewid,comment
1948890,Found this place through yelp. With great reviews that patrons have rated how can we not celebrate our good friends birthday Here. Lets start with the CONS: This place is extremely dark. Bring a flashlight. It was hard to read the menu. Believe it or not but i used the light on my camera phone to see the menu. Our wait time here has taken pretty long. With our party size we could understand the wait time. Anticipating a mind blowing dinner we all (12 of us) were unsatisfied. Don't care for the portion size and money is not an issue but everything was SALTY. Well our appetizers where on point but the main dishes were salty. 12 dishes extremely salty. My brother order a steak and was the first to complain so He was offered a new steak and when it came out there was no flavor. It goes to show how incompetent the chefs are. We are pretty sure they were mad and said salty! fine lets see if they like it with no salt then. Probably. †My brother then asked for the pork chop instead. The server said the chef said it was saltier than the steak. Wow! What a sad birthday dinner. $800 down the drain. Not all was bad.The servers are extremely attentive and pleasant but with that alone couldnt hold the wieght up for 6/7. We shall never step foot in here again.
1038274,"My boyfriend and I came here for dinner one night around 8:55 or so thinking they closed at 10. I was mistaken (they closed at 9) but they happily seated us anyways. 
I had the Lad Na and my boyfriend had the Pad See Ew and they were fine with replacing the broccoli in his dish with bean sprouts. The food tasted absolutely delicious and I burned my tongue on the broth because I was so eager! The meat was cooked perfectly; I usually find places cook beef until it's very tough. The food tasted almost as good the next day as well (minus the sticky rice that got dried out in the fridge overnight). The prices were great for how tasty it was and how much they give you.

This is definitely our new favorite place."
966824,"Medium food, Medium price, a lot of variety makes for a good buffet.

There must be a half-a-hundred Pan-Asian choices available from miso soup to chicken feet to green tea mousse. †All sitting in their little chafing dishes and containers just waiting for the grazing hordes. †And a chocolate fountain waiting for the kids. †With marshmallows!

The choices overwhelm. But all of the small, tasty bites I sampled were respectably fresh and flavorful, with some even aspiring higher. †I wouldn't give anything a culinary award, but many items were quite good. Anything with a shell ended up at the top of the list: the green mussels in the spicy sauce, the scallops with garlic and noodles, the crab legs both snow and Dungeness, and the raw oysters.

The selections are grouped roughly by cuisine - salads and sushi/sashmi at the front, desserts hiding behind, a steam table, and various stir frys, cooked and fried items stretching in a long row ending with the soups and crepe station.

My wife vouches for the fried shrimp, and the fruit at the fountain station. †Other bites that impressed me were the chicken feet (!), the shrimp dumpling, the BBQ duck, and the chocolate mousse. †I even snuck a ""french fried"" (sic)! †(I know, not on the diet plan. †But c'mon, it's a buffet, the diet plan was abandoned along with all hope when we passed the portal.) 

The sushi did not fare as well as the cooked items, at least on the night we were there. †The turnover seemed slow, so the small sushi bites dried out quickly. †The sashmi was plated on little cucumber rounds which may look attractive but flavored the fish with cucumber notes I didn't enjoy. †Some of the shelled items could use a little prep work - scallops and oysters were still attached to the shell, which does help their provenance, but makes them harder to pry loose when you want to eat them. †Crab legs could be pre-cracked. I didn't see any cracking implements available, but my caveman instincts sufficed. †Desserts, aside from the fountain and the mousse, were not worth the calories.

The Saturday night price seemed a little steep, so lunch might well be the meal of choice here, if you have time and much mid-day hunger. †Or seek out a weeknight coupon."
1925202,"Love this place. †Here today for a business lunch and had the best mussels with saffron cream. †Great views, great service... Will be back next month with wife for a special dinner!"
817394,"The bloody is where I will start. †Good g-d almighty that was a strong bloody! †But I was happy lol. †The in house beef jerky with pickled asparagus and blue cheese stuffed green olives as garnish made it amazing!

The food was good! †Loved the fresh fruit blackberries and pineapple! †The eggs were over cooked but I have to say the thick cut bacon and the rosemary potatoes were tasty. †Too bad the potatoes lacked a real prominent rosemary flavor. †

Everyone was happy when we left a definite try again. †The ambiance of the place was warm and welcoming. †Our waiter was friendly and chatted with us a lot so it was nice. †It's hard to find a good Sunday brunch place in Spokane so I was happy to find this gem."
161054,"This place just continues to impress me. †The photography and decore is just as impressive as the food. †My wife from Morelia calls the tortillas here the best she has had in the US and reminiscent of her grandmothers, and the darker Oaxaca-style mole is always good. †I was a bit skeptical to try the pozole since I am used to delicious pozole made in the streets by the poorer families of Mexico, but, it was slightly better than I thought it would be. † Me encantaria regresar pronto!"
854933,"Oh how I love thee, Plum Bistro! You satisfy my GF urges and satiate me with your Africa salad filled with avacado, quinoa and yummy vinetrette. Your dark wooden interior puts me in cool urban loft spaces and on sunny says, the big bright garage roll up door puts me in outdoors. Oh if only I could date a restaurant. It would be you!! Xoxoxo"
907907,This place was very busy but we were still seated in under 20 minutes. We had an egg/taco scramble dish and a standard egg breakfast with bacon and toast. Both were very good. The coffee was also very good. Staff was friendly and attentive but not intrusive. I'd go again and recommend it to friends.
1919440,"I just recently moved to Seattle but I've already ate at Betty three times! Two out of three were all very important diners for me and my husband. We went to Betty to celebrate our engagement when he proposed to me last year and we went back to Betty again this year when we introduced our parents to meet with each other for their first time before the wedding! †I love the environment at Betty. It's a little bit dark and romantic. I also love their frequent changing menu, and there are only three or four options for appetizers, soup& salad, main course, and desert. I love this kind of menu because It won't take you too long to decide what you want. Each choices are all made out of seasonal fruits and vegetables, so you won't go wrong with any decision. †Services are excellent here as well. I highly recommend Betty to everyone who come to Queen Anne for a special supper!"
1947703,"Came in on a late Friday night... The service sucked! Nobody was friendly. †And the place was pretty packed.

Drinks were average... 

My sister and I split the gyozas (which again were pretty average) 

Each of us also ordered a sushi cone which was the only thing I liked here... especially that it was only $3.50

Not a fan of Joeys... would rather spend my money on a better experience!"
1312341,"Briljant that they have many happy hours! Their sushi is great, many original sushi names and.. I really liked the bad boy and Seattle roll! Also their tempura green tea ice is a blast. 

But make sure you come in around 4.. cuz later you might miss the boat because the place went full!"
1929524,"Awesome new pizza place. Great pizza, beer, ice cream. The beat salad is amazing. Service is great. Fun to sit outside in the summer. Bike friendly. Just off the trail from the Burke Gillman."
757678,"This was my first time trying Outback Steakhouse and I have got to say that I was pleasantly surprised. The food in the commercials always looks scrumptious so I was curious to see what the real thing was like. The restaurant is very family friendly and casual. There was a computerized touch screen menu at our table that allowed us to order without even speaking to the waiter if we pleased. We ordered an appetizer, the bloomin' onion, which was deep fried deliciousness. It was a little greasy but so so good. There was plenty and it was filling. I got a BBQ bacon burger and my boyfriend got a sirloin steak and we were both pleased with our meals. All in all, it was speedy and the service was great. The computer ordering was interesting, I wonder if that will become a norm in the chain restaurant industry. If it does I can't say I hate it, it was speedy, proficient and there were pictures for everything. All in all good experience! I would go back."
933685,My favorite teriyaki restaurant around. †I come here atleast once a week to get lunch. †The lunch prices are cheap and you get plenty of food. Woot Woot
1965175,"When I worked in the neighborhood I hit Cedars up a few times for lunch. †There is a plethora of Indian restaurants in the UDistrict, and I feel this one is one of the better, cleaner ones. †The food always tastes fresh and it is very good. The service can be really slow and un-attentive sometimes. †They do a decent tandoori chicken, and they serve side salads.

I never did try one of their curries, so i can't vouch for that, their naan isn't bad, either. †There's also another Cedar's in the UDistrict closer to the post office, this is the location across from the creepy UWay Safeway. It's a lot less scary looking than the former. †Try it out if you're in the neighborhood!"
212796,"I order online, pay online, and they bring me pizza
Pretty good pizzas
and they also bring pop
What? you thought I expected unicorns? This is pizza, at my place, and they're open till 1 am.. so yes.... 5 Big Stars"
906549,Ambience reminded me of small cafe in the mountains. †Food was good. †They accommodated my gluten and dairy allergies well. †Coffee strong...needed it that way. †Staff extremely friendly. †Would come back.
815055,"Interesting format of deciding what to eat first and then paying in the front. Afterwards we picked where to sit and a server came by to bring our orders. I have to say our waiter was very attentive and really friendly.

Okay for the food. We ordered a salad, pizza and pasta dish. I have to say all were good. The dishes prices range from $10-15. Good place after shopping in the morning."
823082,"I bought two Groupon deals for this place awhile back. I bought the deals based on the great reviews from consumers and the fact that they incorporated organic ingredients into their recipes. I went there first for lunch. I had an antipasto plate for an appetizer that included salami, got cheese, pistachios, tapenade and a baguette. It was flavorful and had a nice presentation. It was perfect to share with someone for a little appetizer before your meal. I then had a beat and goat cheese salad. The salad came out with just beats and goat cheese... it was not what I expected at all and not what many expect when they order a salad. I mean it was delicious but the fact that there were no other ingredients like salad, veggies, etc. was disappointing. It was also $10, which seems a little high for me. But considering they use organic products, they do have to charge more and it is definitely worth it. My boyfriend ended up getting their fish tacos. He is very particular about fish tacos and how they taste since he has them about everywhere he goes. He really liked them and their flavor. The fish was baked rather than fried so you don't get that crispy factor when biting into the taco, but he said that the flavor and seasonings overpowered that negativity. 
We then went there again for dinner. The ambiance was very comfy and cozy. The lights were dimmed, it was darker than most restaurants and they have candles on the table to light up the table. The decorations are very unique and eclectic. I really liked it. 
We first ordered the scallops for an appetizer. I was expecting those big lump scallops seared and topped with the sauce. Instead we got a baked dish full of baby scallops drowning in the sauce. I was pretty disappointed because they tasted like they were frozen so I was bummed. My entree was a step up though from the appetizer. I got the seafood linguini which was pretty good. It came with a lot of seafood and was in a rich and creamy sauce. It was yummy!! 
I say you should go there and if you find something you love, go for it! It is based on whats your cup of tea :)"
70010,"If you are a fan of good food with big portions, you'll even fall more in love with this place. Some of the meals I have tried here so far are their curry seafood (which sadly was a special of the day item), clams, mussels, their various types of poutine, veal burger and hummus appetizer. I honestly haven't had anything yet to disappoint my taste buds. Come to think of it, it's hard to pick out a favorite dish because everything is good here although I have heard great things of their clam chowder, which I shall try during my next visit.

The view at The Harbour Public House is very pretty! It overlooks the water, where you can see a lovely view of Seattle on a clear day. I have usually got lucky with getting a table by the window or outside."
1003478,"Two words ZORBA BURGER!!! Not just a 1/1lb of beef, it also has lamb! Boom! Thats the sound of your mind being blown. The tatziki sauce is one to the many flavors that this burger unleashes. The bun was a thing of perfection. It was crispy flaky but soft and delicious on the inside. Theyre ranch isnt a normal ranch, but dont be scared because it was the best ranch I've ever had. It goes great with theyre fries. I have no complaints on the service. I received my food at a timely matter but the only negative thing I have is that they gave my son apple juice when we ordered orange. But he's not a tough critic just yet."
1106302,"This coffee shop/bakery looks more attractive from the outside than from the inside. Those metal bistro tables and chairs outside caught my attention and the cappuccino was not that bad. The pastry rum, though, was overcooked and dry. 

I should have gotten some of those French size macarons (they have in different flavors and I really like they are not huge like in other places, macarons are supposed to be charming, not only sweet and tasty!).

The place is clean and neat, but the coffee shop atmosphere is lost with so many young Asian students just having more virtual than real conversations. Everybody glued to their laptops and phones, this kill the possibility of human interaction that you could imagine from outside."
2132720,"I've always wondered what the dishes prepared on Iron Chef would taste like...and now I know. Food like I can only barely imagine prepared with great skill and †top shelf ingredients. Throw in a small, nicely appointed intimate interior and an unobtrusive, efficient, informed waiter and it made for a memorable meal. My wife and I had 6 of the small plates and a desert each as the best way to get acquainted with the menu. I look forward to returning to sample some of the entrees.

Bon Appetit!"
1443444,"Super disappointed! †Went here for my daughter's birthday, and needless to say left super hungry! †We had the special of the day...$20.00 for THREE scallops..yes, three, with about a tablespoon of red cabbage...now I don't eat very much, and I was even hungry leaving this place...my husband had to forage for food †off my daughter's plates, which left everyone hungry! †Wow, we left with a large bill, and very hungry, and the food was just OK...never going back here...save your money and go somewhere else!! Booo!"
2164767,"First off, let me say that I'm biased towards the smaller, more home-grown coffee shops. Don't get me wrong, I love my Starbucks/Peets'/Philz... but these places are just a breed of their own. 

... and this place is no different. they know their coffee and one morning, I was just desperate for a cup of coffee. I saw this coffee place on my way to Pike Market and just had to stop in for a small cup. 

I love my coffee on the creamier side, so I opted for their Breve types. Got myself a Breve hazelnut latte and thought it was mighty delicious. definitely worth a stop in if you're in the area!"
2159934,"The food is average, typical bar and grill food. I love this place for what it is, an adults only theater where you can eat and drink while you watch a movie. 
It works well. You write your order on †a pad and place it upright so your server knows when you need something without always coming around disrupting your movie.
They actually have Fried Green Tomatoes, I don't think any other place around here does. They are pretty good too, though I have had better."
2165653,Got the burger of the gods. The feta (or gorgonzola) + balsamic grilled onions + 1 lb patty inside a brioche bun... It just worked. It really just worked.
790439,Solid pies.
1917200,"I visited Seattle for a few days and went here twice because it was so good the first time. Ample portions, delicious, local/organic. Very impressed."
666557,"Here's the skinny:

The fresh bread with aged balsamic and olive oil were divine. †Loved it.

The truffle butter pasta was so simple, yet absolutely delicious.

The eggplant parmesan was melt in your mouth goodness.

Wine list: Italian-based, as you can expect. †If you're not into Italian wine, well, this place might not be for you. †Pro tip: their pours are heavy! †Good thing for vinos.

Deceptively small on the outside, but huge on the inside, this place can get loud, but the tables are spaced out generously. †Service was top notch.

Prices: pretty pricey, but hey, you're in Capitol Hill and getting handmade pasta!"
1941668,The line moves slowly..but you won't be disappointed once you're munching.
761884,"After a long day of wine tasting, walking, and browsing in the sun, I was soooo ready to just sit and enjoy something yummy that had nothing to do with beer or bratwurst. †We were tipped off to South by one of the tasting rooms that we visited.

We were able to secure a table at 7:30pm for our group (two adults, two kids) and were seated shortly after returning to the restaurant at 7:30 (one more tasting room). †We wanted to sit outside - it's a super cute dining space, sort of San Diego rustic chic (that doesn't make sense) complete with string lights and reclaimed wood-looking tables.

We didn't do drinks because we'd been drinking all day, but we started with chips and the salsa bar. †The green salsa was awesome as was the salsa served with the chips. †We tore through the first bowl and were quickly served another to chew on while we waited for our food. †Our server was awesome, attentive without smothering, water was always full, dishes cleared immediately.

I ordered the taco plate with chicken tacos and sauteed veggies instead of beans. †The plate also had rice and coleslaw (pineapple dressing?) and it was seriously solid, satisfying food. †I was starving because I had ice cream for lunch and 90 different pours of riesling but nothing else, and this did the trick - tasty and a perfect portion. †My brother in law and my husband both ordered enormous carnitas burritos that they finished, and brother in law's girlfriend ordered fajitas that she said were really good.

We were able to have a leisurely meal in the adorable outdoor space, no hurries, no rushes, kids were appropriate, we felt totally welcome and a perfect way to wind down the evening. †Next time we're in Leavenworth we'll probably try something else, but this is such a solid choice for an evening meal."
880823,"Killer breakfast spot, or coffee spot. Big space in a tall warehouse area, the menu is written on the wall w/ chalk! 

They were serving waffles when I went- bacon maple. Win! Espresso was above average, but they ran out of dinnerware and served it in a to go cup instead. Also their coffee cups were glass, which looked great, but I prefer porcelain. 

Ample seating, friendly staff, I would venture to say they're the best of their kind in this neighborhood without question, but that I wouldn't go too far out of my way to get here."
1320958,"Seattle isn't exactly known for its Taiwanese food, and it is very very rare to be able to find a Taiwanese restaurant of Facing East's caliber. There's always a wait and it's easy to see why!

The restaurant is located in the corner of a little plaza with very limited parking spaces which were apparently all designed for mini coopers. So that part of it isn't fun.

Walk in and they'll hand you a spatula with a number on it (remember, there's always going to be a wait) and usually in about 30 minutes you get seated. The place has a pretty modern twist on a Chinese restaurant in terms of decor.

Anyway on to the important part. I came really craving good old fashioned Taiwanese beef noodle soup, so I ordered that and it definitely satisfied. I'd also recommend the Taiwanese pork burgers (I had no idea they were called ""burgers"" but hey Asian things are pretty commonly translated very poorly. Prices are fair for the quality and quantity of food they give you, and I honestly haven't tried a dish on the menu that I haven't liked yet."
1816341,"Huge portions.
Low quality ingredients.
Warm beer. 
MSG, probably.
The green curry was decent though. 
The other stuff, not so much."
592244,ok †its in broadway a great location so me n kj hit this mexi rest.was either mod pizza or pags or this place. big mistake †divey †.i knew soon as kj told me they had a buffet the kitchen was bad and the food was worst.its calld taco bell gone bad!!!anywys the decor is scary wth the empty buffet equipmnt lastnite. kj had the carnitas i thnk i had ala carte 2 chez enchis..advocado and rice the was good the refried beans were good too..now to the only plus was the service was good def wont †be back 40 †bux for awful mexican sari ill pass .ALSO IF U EAT AT THIS SPOT BRING THE FREEBREEZE YR CLOTHES ILL NEED IT..
1325878,"If you are in Seattle I would HIGHLY recommend you make time to eat here.. even if the line is around the corner.. it's worth it!!!

Definitely a contender for the best sandwich I have ever had. †Went with my brother and 2 other buddies and we split 8 sammies between the 4 of us.

La Porchetta!!! hands down one of the best sandwiches I have ever had. We had one extra Porchetta sandwich that miraculously survived til the next morning and it was still delicious.

Lamb was great, Meatball was amazing, dont remember what else we ordered, but everything was gooood.."
1189324,"Used to order the juicy steak burrito all the time. It was very filling and tasty. However, I had to order the burrito bowl since I went flourless. It definitely feels much less satisfying though, even though the portion might now seem much less. Guess that's the magic of flour! :'("
1715608,"The food is FRESH and nori mild - so no fishy taste here. It's fun to the sit at the counter and watch the rolls being made and interact with the staff. 

Great service and the prices are reasonable too. It is not as sexy inside as Maru, but the food has more flavor, and the nori is softer and milder in flavor. Plus you don't have to endure the 'feed-trough' feeling you get when you're full and food keeps going past your table. 

If you go to sushi.com, try Nectar tasting room across the street for a delicious glass of wine and live music."
1080346,"A delightful well-designed and appointed †space with a simple menu, this little Pho place is an upscale new neighborhood gem.

Chicken Pho truly shines here and has been absolutely perfect both visits, the pork vermicelli was really good the first time but a bit too fatty for me the second visit. The cream puff was good but not my thing, so I'd skip it.

Service was good and super friendly but it can be overwhelming for one person to work the whole room so expect to be patient in getting your check if its busy.

Open on Sundays now, it's a convenient and delicious lunch or dinner option."
829356,Great steak but overpriced. †$49 for a rib eye? † Please.
2149062,"I wasn't super impressed with the food. Maybe I order the wrong thing... I had edamame, rainbow roll, and miso soup. I noticed my co-workers got lunch specials and they said they loved it. 

I've been to better sushi places. Their service was ok... I had to ask the waiter for water three times and had to try to get their attention for over 20 minutes to put our order in. 

The place is in a busy location and it looked great... 

I prices were ok, but I've had better sushi for less. 

Again, I must have gone the wrong day because my coworkers love this place. 

(This might be TMI but if you go here you must check out the restroom... totally high tech, something I had never seen before)"
244021,"This is true love. 

Every time I go, I order the same thing: 2 ""Taco Chukis"" tacos, 2 adobada tacos, 1 can of Tecate. 

One week I went four times. It's that good."
235591,"I came here with my boyfriend around 7pm on a Friday night. HoneyHole was pretty busy but we found a spot to sit by the bar. I always order the fast eddie. it's my favorite sandwich. Nothing beats thinly sliced steak, melty cheese, onions and sweet hot peppers! My boyfriends buddies ended up stumbling in while we were eating so he talked to them for a while. The blonde bartender was sweet and must have sensed my boredom because she unexpectedly bought me a shot of rum. I wasn't planning on drinking but that was the beginning of a really wild night."
1443085,"I used to work in the mall so being a regular here was an absolute must especially stoping by for lunch on game days.

Safe to say I've had almost everything here on the menu. And very beer too. 

Let's start with the beer (my favorite part). †If you are a beer enthusiast than this brewery delivers some of my favorites. Especially that Jeremiah's red which is a Irish style strong ale. Doesn't matter if you're into IPAs, porters, stouts or even lagers they have some good stuff. †Even seasonal beers that'll get you hop'n. See what I did there?

Now the food. Nothing there really screams ""must have!"" But don't expect to be able to successfully watch your calories eating here either. Even their salads are hefty. Burgers are huge. And pizza is mediocre. Pretty average for an American restaurant.

Service is hit or miss here. It kind of depends on whose the manager that day and how they feel.

Overall, decent place to watch the game."
882058,"Great space, nice crowd, excellent waiter (Chester?), good food.

Italian meats pretty boring (prosciutto/mortadella/salami - no mustard) - but alright. †Lamb special was perfectly cooked. †Bit pricey but not obscene. †Pork ok, not great.

All Italian wine list.

Great space. †Not too noisy but ""happening"", as they say...."
1006999,"Anyone who knows me knows that I have a weakness for macaroons. Others might say it's an obsession.

Anyway, I was stopping by the UPS store to drop off a package when I stumbled upon this place. I quickly looked it up on Yelp and saw to my delight that they sold...macaroons! I sent my husband in because I'm lazy and only like to eat macaroons...and he came out with 6 delightfully cute ones. One was either strawberry or raspberry (PINK) and the others were vanilla and lemon. They were smaller than I am used to...but they were delicious regardless. They had just the right amount of crunch and inside goo. I liked the vanilla the best - I'm usually not a fan of lemon or strawberry but I was surprisingly happy with all three flavors.

At first I was shocked when my husband said that these suckers were $11 but then if you compare it to, say, Le Panier in Pike Place, it's really a steal. 

So excited that there's a macaroon place nearby."
978869,"The quality here has gone down a tad, which saddens me tremendously. †I came in on a weekday during the tail end of the anniversary sale, and I was quite disappointed. †It took over 30 minutes for my chicken burger to arrive; the waiter never checked in with me; and it took nearly 10 minutes after eating to get my check.

The burger was ok but dry. †The fries were luke warm, as if they had been sitting out for a while."
992878,"I came here on a quarterly catch up sessions with one of my girlfriends. Spent a few hours here on a Tuesday evening enjoying many plates and drinks. Although I didn't know quiet what to expect, being it seems kinda out of place for Tacoma on 6th Ave. I had the marrow because obvs as well as an heirloom tomato peach salad. Very rich, very good. Wine was perfect. I will come here again."
1937401,"Before you look at my star rating, please read my story on their HORRIFIC customer service.

On a Wednesday morning, I tried calling for two hours to put in an order for an afternoon pick up. After no one answered their phone, I came in around 1:30pm to put the order in in person. The restaurant was packed, there were 6 people sitting in the waiting area, and two other people standing at the counter - I assume waiting for their pick-up order. 

I stood at the counter for 10 minutes before anyone addressed me. Waitresses walked past, back and forth, never asking if I had been helped. Finally, a man who had been standing behind the counter, who had even made eye contact with me multiple times while I stood there waiting, finally asked me, ""What do you want?"", I calmly said to put in an order. ""Did you call?"" ""Yes, for the past 2 hours, no one answered"" - and with that he threw up his arms, ""I don't have time for you, leave, leave"" and waved his hands towards the door. 

I was embarrassed and shocked by his rude confrontation. The people around me seemed embarrassed, too, but kept their eyes on the ground. I couldn't believe I was addressed in that way, I was too embarrassed to respond. I turned around and left - mad, disappointed, full of shame, and with an empty stomach. 

I am now instantly reminded of the Seinfeld Soup Nazi. 

The only way a restaurant can get away with being shockingly rude to a customer is if the food is simply incredible. And their damn Garlic Chicken/Tofu is the most amazing dish ever. I never, ever order tofu but the way they caramelize the dish, the tofu becomes so yummy - it's crispy and soft, amazing. The chicken can get a little chewy, so I think from now on I'll order it with tofu. Their pad thai sucks. 

Despite how embarrassingly rude they were to me... I'll probably go back. Is that sad?"
2721768,"I went here not too long ago and the food is delicious without a doubt. I love the halibut lettuce wrap sampler there and it was quite good. I also had a filet mignon which they put on top of some corn meal which to my surprise was very very tasty. The wine of course was very delicious and we did a wine sampler.

I gave this place 4 stars because of the price! If your looking to get full here without spending an arm and a leg then you've come to the wrong place! If you just want to relax with friends and loved ones and have a tasty snack then you will love this place!"
1755245,"Rice and spice is soo good! We have them deliver or we run in and pick it up. Either way, they're always delivering great service and food every time! The Thai iced teas are bomb. I haven't had one bad thing. I'm a wuss with spicey things, so I always get no stars and it's perfect. Check them out!"
851596,"You can't go wrong here. †Both the Indian and the Mediterranean food is amazing! My go to dish that I won't even dare not to order is the Mezza appetizer plate. Everything on it tastes delicious, even the baba ganoush, which has to be next to perfect for me to even try. My sister always gets the chicken tikka masala, and it has not failed us to date. Also, the garlic naan is very good, and it is HUGE! Just order one for your table of four to start. If you conquer it, then order the next one mid way through your meal. Lastly, the drink menu. I'm the type of person that usually sticks to the water that they serve, but a friend of mine ordered the hot chai tea, of which I took a sip....INCREDIBLE! Slightly on the addictive side because it is so good. And to add icing to the cake....there are endless refills on it. You don't even have to ask. Before you finish, there is someone already pouring you another cup. I have also had a few sips of my sister's mango lassi, also delicious."
1968466,"We came here with a Amazon Local deal for brunch. †It came with 2 mimosas per person. †While the mimosas were good and the sparkling wine used in them was of fair quality, I don't see myself buying them again. †They cost $7 each. †We started off with the unique Calallo soup and it was creamy with coconut and kale and the pulled chicken in it was pleasing. †Andrew got the herb crusted halibut and fries. †They don't have tarter sauce there?? †Instead they have a cilantro remoulade. †I didn't like the remoulade, but Andrew thought it was good and complemented the halibut. †The halibut was cooked well, it wasn't greasy and manageable to eat by hand. †Not the largest quantity for the price, but one of the best things about it was how well the leftovers reheated in the oven. †I had the grilled chicken sandwich and it was wonderful. †The ciabatta roll was yummy and toasted perfectly. †Tons of mozzarella on it. †We both really liked the French fries, but they were over salted for us. †It was a nice sea salt, but just too much for us. †The view is great, parking is validated, and the water is pleasant, although it seemed kind of odd for a place like this and in this price range, to serve the water in plastic cups.

We will go back again."
902420,"I got the Reuben and it was on the best I ever had . Definitely going back. The place is very (looks like a butcher shop ). Regardless, their Reuben are out of the world"
164909,"Numero Uno Stop of Monsieur Marc's UYBC. This is a great place for good grubbin' and beers [and alcohol in general]. I tried someone's pulled pork and kimchi pizza, cheese and my asparagus with p-something meat. Yummeh. We held down the SW wall upstairs.

Note to staff and rest: In the far left corner upstairs below the beer screen, there's a few power connections on the floor. When your table next to it is full, be careful with your glasses! Don't want to spill anything and start a fire, thanks. :)"
1108102,"We went in tonight for a to go order and it was HORRIBLE!!! My husband ordered from the host when he got there and was told it was going to take a bit longer because they were busy and we are perfectly fine with that. He put in the order then told the host he was going to sit at the bar and was given a buzzer they would biz him when it was ready. Well . . . over 45 minutes passed and he finally went up to the host and asked about the order . . . well yeah they lost the ticket you would think that after 25 minutes you'd be concerned that your guests order hasn't come up, nope not here! The manager did come out and was nice enough (my husband was very understanding and was way more kind then I would have been about the situation) she took care of our order ( which was 1 order of ravioli and a salad and broccoli) which for the issue is pretty much a given. However, that's it! Not to sound ungrateful at all but no ""hey I threw in an appetizer because you had to wait over an hour"" or hey even ""here's my card and here's a free appetizer on us next time for waiting over an hour for your food"", no nothing like that. With all the competition in that area they should be working for every guest! Let's just say that next time we are in the area and thinking about getting to go food or heck even eating out we will drive the extra mile and get always great service at PF Changs or even Olive Garden, because I'm sure they service can't be worse. All in all we probably won't be back unless the people we are with insist on going here!

And to boot my husband got home with it and it was wrong they forgot his salad"
1189416,"First off, I should be chastised for being surprised that there is good food in Puyallup. I've already eaten outstanding Thai and pho, so excellent Indian should not be a stretch.

Everything about Karma gives me warm fuzzies-charming decor, amazing service, funny bar/lounge with FREE shuffleboard and pool. Really? Does it get any better in the South End? Maybe not..

We ate all the usual things from the vegetarian menu and the curries were really delicious. Portions are reasonable and we were stuffed after sharing onion bhajis, naan and three veggie entrees.

After dinner we moved to the bar, and were surprised and pleased by the bartender extensive whiskey/scotch knowledge and all around good nature. It's a long drive from Seattle (when there is so much to eat here) but anytime I have a reason to drive south I will surely eat here."
893928,"Quick caveat: the outdoor seating is 4 stars ... the view is great, especially on a nice day. †But that is just about the only thing this restaurant has going for it. †

The food is overpriced for low quality. †There is really nothing on the menu that you'd come back for. †I recently went with a buddy and we ordered orders of fries and sweet potato fries. Both orders came out luke warm. †How hard is it to deliver hot fries? †

Beer selection is OK, but nothing stellar. †

Overall, this place is essentially a Red Robin with a nicer view. †If you are cool with inflated prices, knock your socks off."
2152602,"If you truly enjoy traditional sushi rolls and Japanese food I would NOT recommend this restaurant. I'm not sure what kind of alien fusion restaurant you would call this place, but I wanted Japanese food, I didn't get it, †and I walked out angry.

There are only 3 things you need to know about this place. 

1. It offers Mexican Sushi NOT Japanese (Cilantro and Jalape√±os in sushi?)

2. It's SUPER EXPENSIVE 

3. There's NO PARKING

There's nothing suckier than shelling out $$$ for mediocre shitty food. 12 dollars for a SMALL fist full of overly salty calamari... ughhhh. Their apparent ""top"" selling sushi roll the ""super bad boy"" felt like creamy mush in my mouth. Cream cheese, lots of different mayo flavors... and... †I couldn't taste anything else, there was so much going on.

I understand that just because something is new and deviates from the traditional doesn't make it bad. But the food I had here was NOT worth the price. 

All this being said. I give Japonessa 2 stars and here's why:

1. Service. My water glass was never empty and the server was super attentive. 

2. Variety. It does have a variety ranging from Agedashi Tofu, †Udon, Sashimi, Calamari, to Salads etc... All of which I did not try. But 20$ for shitty rolls... no thank you.

There are vast amounts of awesome Japanese restaurants in Seattle for a reasonable price. You would be coming here for the hype and atmosphere... and less for the quality of food."
1087397,"UPDATE!
Ok, I finally came here with a coworker who loves trying out various Vietnamese Pho places in Seattle. †There are a couple that he adores and believes no one else could top it.

Until now.

We decided to have a sit down lunch and we both ordered a shared appetizer of sweet potato and shrimp and our respected order of Pho (I got the combo and he got the well done). †The broth was divine and rich with flavor. †The service was great, even with I pulled a stupid and spilled my drink all over the table. †The only down side is, I think the price is a bit high. †My coworker moved this place to the top of his list and would definitely come back as a regular.

As for my previous post, I would have to say, order the more common dishes for appetizer such as spring rolls, egg rolls, etc. †The more obscure ones may not turn out as you expect."
1903859,"So disappointed at how I was treated tonight. I went in at 6:35p on a Wednesday and asked for a to-go order. Nothing major, just dinner for 2 kids. 

The hostess had to check with the manager about to go orders. She came back and said the don't do to go food! †I told her that I had taken food to go several times before. 

She went back to check again. The on duty manager's name was reportedly Natalie St. Something (St. Audon?). A second time she reported that the kitchen is too busy and they wouldn't make me a to go order. 

So unfortunate. I like their burgers but once I'm turned away, rudely, I won't be back."
